"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","726","TC-CART-002: Remove item from cart","chromium","2026-09-12","passed","2026-09-12","Cart Tests","cart.spec.js","",""
"","1551","TC-CART-005: Cart badge shows correct count","webkit","2026-09-12","passed","2026-09-12","Cart Tests","cart.spec.js","",""
"","756","TC-CART-003: Continue shopping returns to inventory page","chromium","2026-09-12","passed","2026-09-12","Cart Tests","cart.spec.js","",""
"","1013","TC-INV-003: Sort products by name Z to A","Mobile Chrome","2026-09-12","passed","2026-09-12","Inventory Page Tests","inventory.spec.js","",""
"","2357","TC-LOGOUT-003: Can login again after logout","Mobile Safari","2026-09-12","passed","2026-09-12","Logout Tests","logout.spec.js","",""
"","1021","TC-CHECKOUT-006: Checkout summary is displayed correctly","Mobile Chrome","2026-09-12","passed","2026-09-12","Checkout Tests","checkout.spec.js","",""
"","967","TC-CHECKOUT-004: Error when postal code is empty","Mobile Chrome","2026-09-12","passed","2026-09-12","Checkout Tests","checkout.spec.js","",""
"","1541","TC-LOGOUT-001: Logout returns to login page","chromium","2026-09-12","passed","2026-09-12","Logout Tests","logout.spec.js","",""
"","736","TC-LOGIN-003: Login with empty username","Mobile Chrome","2026-09-12","passed","2026-09-12","Login Tests","login.spec.js","",""
"","797","TC-CHECKOUT-005: Cancel checkout returns to cart","Mobile Chrome","2026-09-12","passed","2026-09-12","Checkout Tests","checkout.spec.js","",""
"","2131","TC-CHECKOUT-001: Complete checkout successfully","webkit","2026-09-12","passed","2026-09-12","Checkout Tests","checkout.spec.js","",""
"","1017","TC-CHECKOUT-001: Complete checkout successfully","firefox","2026-09-12","passed","2026-09-12","Checkout Tests","checkout.spec.js","",""
"","882","TC-CHECKOUT-001: Complete checkout successfully","chromium","2026-09-12","passed","2026-09-12","Checkout Tests","checkout.spec.js","",""
"","1331","TC-INV-004: Sort products by price low to high","Mobile Safari","2026-09-12","passed","2026-09-12","Inventory Page Tests","inventory.spec.js","",""
"","1206","TC-CART-005: Cart badge shows correct count","Mobile Safari","2026-09-12","passed","2026-09-12","Cart Tests","cart.spec.js","",""
"","1110","TC-LOGIN-001: Login with valid credentials","Mobile Safari","2026-09-12","passed","2026-09-12","Login Tests","login.spec.js","",""
"","799","TC-CART-005: Cart badge shows correct count","firefox","2026-09-12","passed","2026-09-12","Cart Tests","cart.spec.js","",""
"","825","TC-INV-007: Add multiple products to cart","chromium","2026-09-12","passed","2026-09-12","Inventory Page Tests","inventory.spec.js","",""
"","628","TC-INV-002: Sort products by name A to Z","chromium","2026-09-12","passed","2026-09-12","Inventory Page Tests","inventory.spec.js","",""
"","616","TC-INV-001: Verify all products are displayed","chromium","2026-09-12","passed","2026-09-12","Inventory Page Tests","inventory.spec.js","",""
"","979","TC-CART-003: Continue shopping returns to inventory page","firefox","2026-09-12","passed","2026-09-12","Cart Tests","cart.spec.js","",""
"","767","TC-CHECKOUT-004: Error when postal code is empty","chromium","2026-09-12","passed","2026-09-12","Checkout Tests","checkout.spec.js","",""
"","752","TC-CHECKOUT-003: Error when last name is empty","chromium","2026-09-12","passed","2026-09-12","Checkout Tests","checkout.spec.js","",""
"","2089","TC-LOGOUT-002: Cannot access inventory after logout","Mobile Safari","2026-09-12","passed","2026-09-12","Logout Tests","logout.spec.js","",""
"","617","TC-CART-005: Cart badge shows correct count","chromium","2026-09-12","passed","2026-09-12","Cart Tests","cart.spec.js","",""
"","1762","TC-CHECKOUT-001: Complete checkout successfully","Mobile Safari","2026-09-12","passed","2026-09-12","Checkout Tests","checkout.spec.js","",""
"","882","TC-CHECKOUT-002: Error when first name is empty","Mobile Chrome","2026-09-12","passed","2026-09-12","Checkout Tests","checkout.spec.js","",""
"","726","TC-CHECKOUT-006: Checkout summary is displayed correctly","chromium","2026-09-12","passed","2026-09-12","Checkout Tests","checkout.spec.js","",""
"","866","TC-INV-002: Sort products by name A to Z","Mobile Chrome","2026-09-12","passed","2026-09-12","Inventory Page Tests","inventory.spec.js","",""
"","710","TC-INV-005: Sort products by price high to low","chromium","2026-09-12","passed","2026-09-12","Inventory Page Tests","inventory.spec.js","",""
"","1711","TC-CART-002: Remove item from cart","webkit","2026-09-12","passed","2026-09-12","Cart Tests","cart.spec.js","",""
"","964","TC-CART-001: Cart displays added items correctly","Mobile Chrome","2026-09-12","passed","2026-09-12","Cart Tests","cart.spec.js","",""
"","742","TC-LOGIN-001: Login with valid credentials","firefox","2026-09-12","passed","2026-09-12","Login Tests","login.spec.js","",""
"","856","TC-CHECKOUT-005: Cancel checkout returns to cart","firefox","2026-09-12","passed","2026-09-12","Checkout Tests","checkout.spec.js","",""
"","1677","TC-INV-003: Sort products by name Z to A","webkit","2026-09-12","passed","2026-09-12","Inventory Page Tests","inventory.spec.js","",""
"","1706","TC-INV-006: Add single product to cart","webkit","2026-09-12","passed","2026-09-12","Inventory Page Tests","inventory.spec.js","",""
"","1749","TC-CHECKOUT-006: Checkout summary is displayed correctly","webkit","2026-09-12","passed","2026-09-12","Checkout Tests","checkout.spec.js","",""
"","633","TC-LOGIN-001: Login with valid credentials","chromium","2026-09-12","passed","2026-09-12","Login Tests","login.spec.js","",""
"","1382","TC-CART-004: Proceed to checkout","Mobile Safari","2026-09-12","passed","2026-09-12","Cart Tests","cart.spec.js","",""
"","1105","TC-INV-005: Sort products by price high to low","Mobile Chrome","2026-09-12","passed","2026-09-12","Inventory Page Tests","inventory.spec.js","",""
"","858","TC-CART-002: Remove item from cart","Mobile Chrome","2026-09-12","passed","2026-09-12","Cart Tests","cart.spec.js","",""
"","1580","TC-LOGOUT-003: Can login again after logout","chromium","2026-09-12","passed","2026-09-12","Logout Tests","logout.spec.js","",""
"","1021","TC-LOGIN-002: Login with invalid credentials","Mobile Safari","2026-09-12","passed","2026-09-12","Login Tests","login.spec.js","",""
"","775","TC-LOGIN-004: Login with empty password","firefox","2026-09-12","passed","2026-09-12","Login Tests","login.spec.js","",""
"","1300","TC-INV-007: Add multiple products to cart","Mobile Chrome","2026-09-12","passed","2026-09-12","Inventory Page Tests","inventory.spec.js","",""
"","797","TC-INV-003: Sort products by name Z to A","firefox","2026-09-12","passed","2026-09-12","Inventory Page Tests","inventory.spec.js","",""
"","1606","TC-CHECKOUT-002: Error when first name is empty","webkit","2026-09-12","passed","2026-09-12","Checkout Tests","checkout.spec.js","",""
"","694","TC-INV-006: Add single product to cart","chromium","2026-09-12","passed","2026-09-12","Inventory Page Tests","inventory.spec.js","",""
"","729","TC-LOGIN-002: Login with invalid credentials","Mobile Chrome","2026-09-12","passed","2026-09-12","Login Tests","login.spec.js","",""
"","897","TC-CHECKOUT-004: Error when postal code is empty","firefox","2026-09-12","passed","2026-09-12","Checkout Tests","checkout.spec.js","",""
"","2402","TC-LOGOUT-001: Logout returns to login page","webkit","2026-09-12","passed","2026-09-12","Logout Tests","logout.spec.js","",""
"","1450","TC-CHECKOUT-005: Cancel checkout returns to cart","webkit","2026-09-12","passed","2026-09-12","Checkout Tests","checkout.spec.js","",""
"","720","TC-CHECKOUT-002: Error when first name is empty","chromium","2026-09-12","passed","2026-09-12","Checkout Tests","checkout.spec.js","",""
"","671","TC-LOGIN-003: Login with empty username","firefox","2026-09-12","passed","2026-09-12","Login Tests","login.spec.js","",""
"","549","TC-LOGIN-002: Login with invalid credentials","chromium","2026-09-12","passed","2026-09-12","Login Tests","login.spec.js","",""
"","801","TC-INV-005: Sort products by price high to low","firefox","2026-09-12","passed","2026-09-12","Inventory Page Tests","inventory.spec.js","",""
"","1739","TC-LOGOUT-001: Logout returns to login page","Mobile Chrome","2026-09-12","passed","2026-09-12","Logout Tests","logout.spec.js","",""
"","1625","TC-CHECKOUT-003: Error when last name is empty","webkit","2026-09-12","passed","2026-09-12","Checkout Tests","checkout.spec.js","",""
"","1109","TC-CHECKOUT-003: Error when last name is empty","firefox","2026-09-12","passed","2026-09-12","Checkout Tests","checkout.spec.js","",""
"","2020","TC-CART-003: Continue shopping returns to inventory page","webkit","2026-09-12","passed","2026-09-12","Cart Tests","cart.spec.js","",""
"","994","TC-LOGIN-003: Login with empty username","Mobile Safari","2026-09-12","passed","2026-09-12","Login Tests","login.spec.js","",""
"","1541","TC-INV-005: Sort products by price high to low","Mobile Safari","2026-09-12","passed","2026-09-12","Inventory Page Tests","inventory.spec.js","",""
"","911","TC-INV-004: Sort products by price low to high","Mobile Chrome","2026-09-12","passed","2026-09-12","Inventory Page Tests","inventory.spec.js","",""
"","1382","TC-CART-002: Remove item from cart","Mobile Safari","2026-09-12","passed","2026-09-12","Cart Tests","cart.spec.js","",""
"","1514","TC-INV-001: Verify all products are displayed","webkit","2026-09-12","passed","2026-09-12","Inventory Page Tests","inventory.spec.js","",""
"","680","TC-CART-005: Cart badge shows correct count","Mobile Chrome","2026-09-12","passed","2026-09-12","Cart Tests","cart.spec.js","",""
"","685","TC-CART-004: Proceed to checkout","chromium","2026-09-12","passed","2026-09-12","Cart Tests","cart.spec.js","",""
"","1369","TC-CHECKOUT-004: Error when postal code is empty","Mobile Safari","2026-09-12","passed","2026-09-12","Checkout Tests","checkout.spec.js","",""
"","558","TC-LOGIN-003: Login with empty username","chromium","2026-09-12","passed","2026-09-12","Login Tests","login.spec.js","",""
"","1001","TC-LOGIN-004: Login with empty password","Mobile Safari","2026-09-12","passed","2026-09-12","Login Tests","login.spec.js","",""
"","1559","TC-LOGOUT-002: Cannot access inventory after logout","chromium","2026-09-12","passed","2026-09-12","Logout Tests","logout.spec.js","",""
"","2156","TC-INV-007: Add multiple products to cart","webkit","2026-09-12","passed","2026-09-12","Inventory Page Tests","inventory.spec.js","",""
"","876","TC-CART-004: Proceed to checkout","firefox","2026-09-12","passed","2026-09-12","Cart Tests","cart.spec.js","",""
"","1861","TC-LOGOUT-003: Can login again after logout","Mobile Chrome","2026-09-12","passed","2026-09-12","Logout Tests","logout.spec.js","",""
